run-id,sim.json,crop.json,site.json,climate_data,climate_model,climate_scenario,climate_region,start_year,end_year,groundwater-level,impenetrable-layer,elevation,slope,latitude,landcover,fertilization,NitrogenResponseOn,irrigation,WaterDeficitResponseOn,EmergenceMoistureControlOn,EmergenceFloodingControlOn,LeafExtensionModifier,CO2,O3
19,sim.json,crop_cut5_4.json,site.json,dwd,,,germany,1990,2017,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,360,
20,sim.json,crop_cut5_5.json,site.json,dwd,,,germany,1990,2017,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,360,
21,sim.json,crop_cut5_6.json,site.json,dwd,,,germany,1990,2017,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,360,
22,sim.json,crop_cut5_7.json,site.json,dwd,,,germany,1990,2017,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,360,
23,sim.json,crop_cut5_8.json,site.json,dwd,,,germany,1990,2017,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,360,
24,sim.json,crop_cut5_9.json,site.json,dwd,,,germany,1990,2017,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,360,
25,sim.json,crop_cut5_10.json,site.json,dwd,,,germany,1990,2017,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,360,
26,sim.json,crop_cut5_11.json,site.json,dwd,,,germany,1990,2017,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,360,
27,sim.json,crop_cut5_12.json,site.json,dwd,,,germany,1990,2017,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,360,
28,sim.json,crop_cut5_13.json,site.json,dwd,,,germany,1990,2017,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,360,
29,sim.json,crop_cut5_14.json,site.json,dwd,,,germany,1990,2017,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,360,
30,sim.json,crop_cut5_15.json,site.json,dwd,,,germany,1990,2017,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,360,
